Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;newUF
S ;SC;Jaraguá do Sul;F;entre 31 a 40 anos;2014;12;16/12/2014;23/12/2014;11/01/2015;7;Magazineluiza.com;Comércio Eletrônico;Demais Produtos;Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Resolvida;2;Santa Catarina
SE;RJ;Rio de Janeiro;M;entre 21 a 30 anos;2014;12;07/12/2014;11/12/2014;01/01/2015;4;Submarino;Comércio Eletrônico;Alimentos;Bebidas;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Rio de Janeiro
S ;PR;São José dos Pinhais;F;entre 41 a 50 anos;2014;12;09/12/2014;19/12/2014;09/01/2015;10;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
S ;SC;Criciúma;M;entre 21 a 30 anos;2014;12;18/12/2014;27/12/2014;17/01/2015;9;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;;Santa Catarina
NE;PB;Patos;M;entre 31 a 40 anos;2014;12;18/12/2014;22/12/2014;08/01/2015;4;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Saúde e Segurança;Recall – descumprimento, dúvida;Loja física;S;S;Finalizada avaliada;Não Resolvida;2;Paraíba
NE;PE;Recife;M;entre 41 a 50 anos;2014;12;19/12/2014;29/12/2014;19/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Pernambuco
SE;MG;Ouro Branco;M;entre 21 a 30 anos;2014;12;20/12/2014;30/12/2014;20/01/2015;10;Extra.com;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
SE;RJ;São Pedro da Aldeia;F;entre 31 a 40 anos;2014;12;05/12/2014;12/12/2014;02/01/2015;7;Walmart.com;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, de cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem, ferramentas etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Rio de Janeiro
SE;SP;São Paulo;F;entre 31 a 40 anos;2014;12;11/12/2014;19/12/2014;09/01/2015;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
CO;MS;Campo Grande;M;entre 31 a 40 anos;2014;12;12/12/2014;18/12/2014;08/01/2015;6;Pontofrio.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Microcomputador e laptops;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Mato Grosso do Sul
SE;RJ;Rio de Janeiro;M;entre 21 a 30 anos;2014;12;12/12/2014;22/12/2014;12/01/2015;10;Walmart.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Rio de Janeiro
SE;RJ;Niterói;M;mais de 70 anos;2014;12;30/12/2014;09/01/2015;27/01/2015;10;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada avaliada;Resolvida;4;Rio de Janeiro
SE;SP;Pilar do Sul;F;entre 21 a 30 anos;2014;12;30/12/2014;09/01/2015;16/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Telefone;S;S;Finalizada avaliada;Resolvida;5;São Paulo
S ;SC;Brusque;M;até 20 anos;2014;12;16/12/2014;23/12/2014;13/01/2015;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Santa Catarina
NE;AL;Pilar;M;entre 21 a 30 anos;2014;12;16/12/2014;19/12/2014;09/01/2015;3;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Alagoas
SE;SP;São Paulo;F;entre 41 a 50 anos;2014;12;18/12/2014;23/12/2014;13/01/2015;5;Shoptime;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
S ;SC;Abelardo Luz;M;entre 41 a 50 anos;2014;12;19/12/2014;26/12/2014;16/01/2015;7;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Santa Catarina
SE;SP;Vargem Grande Paulista;M;até 20 anos;2014;12;20/12/2014;24/12/2014;12/01/2015;4;Submarino;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;5;São Paulo
SE;SP;Sorocaba;F;entre 21 a 30 anos;2014;12;12/12/2014;13/12/2014;03/01/2015;1;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Serviços Financeiros;Demais Seguros (exceto habitacional);Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
S ;PR;Colombo;F;entre 51 a 60 anos;2014;12;12/12/2014;19/12/2014;09/01/2015;7;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;12;12/12/2014;22/12/2014;12/01/2015;10;HSBC;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Negativação indevida - desconhece motivo e/ou fornecedor;Internet;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;RJ;Niterói;M;entre 21 a 30 anos;2014;12;30/12/2014;06/01/2015;09/01/2015;7;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;2;Rio de Janeiro
SE;SP;São Paulo;F;entre 31 a 40 anos;2014;12;30/12/2014;06/01/2015;20/01/2015;7;Brastemp;Fabricantes - Linha Branca;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;5;São Paulo
NE;PI;Teresina;M;entre 41 a 50 anos;2014;12;16/12/2014;24/12/2014;14/01/2015;8;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Piauí
NE;BA;Salvador;F;entre 51 a 60 anos;2014;12;21/12/2014;22/12/2014;09/01/2015;1;Ourocard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Contrato / Oferta;Dificuldades com Programas de Fidelidade / Pontuação (resgate, alteração, transferência etc);Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;3;Bahia
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;12;21/12/2014;26/12/2014;16/01/2015;5;Consul;Fabricantes - Linha Branca;Produtos Eletrodomésticos e Eletrônicos;Fogão, microondas, forno elétrico, depurador de ar e coifa;Saúde e Segurança;Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Rio de Janeiro
SE;RJ;Rio de Janeiro;M;entre 41 a 50 anos;2014;12;16/12/2014;26/12/2014;14/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;3;Rio de Janeiro
SE;SP;Caieiras;F;entre 51 a 60 anos;2014;12;12/12/2014;22/12/2014;12/01/2015;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
NE;CE;Fortaleza;M;entre 21 a 30 anos;2014;12;04/12/2014;12/12/2014;02/01/2015;8;ViajaNet;Agências de Viagens;Turismo/Viagens;Pacote / excursão / agência de turismo;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Ceará
SE;MG;Esmeraldas;M;entre 31 a 40 anos;2014;12;16/12/2014;26/12/2014;07/01/2015;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamento de Imóveis;Vício de Qualidade;Problemas na estrutura / Problemas na construção não reparados;Loja física;S;S;Finalizada avaliada;Não Resolvida;1;Minas Gerais
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;12;22/12/2014;26/12/2014;14/01/2015;4;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Loja física;S;S;Finalizada avaliada;Não Resolvida;1;São Paulo
CO;DF;Brasília;F;entre 21 a 30 anos;2014;12;21/12/2014;31/12/2014;07/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Não comprei / contratei;N;S;Finalizada avaliada;Resolvida;4;Distrito Federal
SE;MG;Campanha;M;entre 21 a 30 anos;2014;12;21/12/2014;30/12/2014;20/01/2015;9;Walmart.com;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, de cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem, ferramentas etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;12;08/12/2014;17/12/2014;07/01/2015;9;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;SP;São Paulo;M;até 20 anos;2014;12;12/12/2014;22/12/2014;12/01/2015;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Serviço indisponível para a região ou sem previsão;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
N ;AC;Rio Branco;F;entre 51 a 60 anos;2014;12;12/12/2014;22/12/2014;12/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Acre
SE;RJ;Rio de Janeiro;M;entre 41 a 50 anos;2014;12;10/12/2014;17/12/2014;07/01/2015;7;Cartão Carrefour;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Rio de Janeiro
S ;SC;Nova Veneza;F;entre 21 a 30 anos;2014;12;10/12/2014;20/12/2014;10/01/2015;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Santa Catarina
S ;PR;Curitiba;F;entre 31 a 40 anos;2014;12;10/12/2014;16/12/2014;06/01/2015;6;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cobrança de compra/saque não reconhecido / Contestação de cobrança;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
SE;MG;Belo Horizonte;M;entre 41 a 50 anos;2014;12;22/12/2014;30/12/2014;02/01/2015;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Telefone;S;S;Finalizada avaliada;Resolvida;5;Minas Gerais
N ;AC;Rio Branco;M;entre 21 a 30 anos;2014;12;22/12/2014;30/12/2014;20/01/2015;8;KaBuM!;Comércio Eletrônico;Demais Produtos;Instrumentos e acessórios musicais;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Acre
SE;ES;Cariacica;M;entre 21 a 30 anos;2014;12;23/12/2014;26/12/2014;16/01/2015;3;Submarino Viagens;Agências de Viagens;Turismo/Viagens;Pacote / excursão / agência de turismo;Contrato / Oferta;Dificuldade para alterar ou cancelar o contrato /serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Espírito Santo
S ;RS;Porto Alegre;M;entre 51 a 60 anos;2014;12;09/12/2014;19/12/2014;09/01/2015;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Rio Grande do Sul
N ;AC;Rio Branco;F;entre 21 a 30 anos;2014;12;12/12/2014;18/12/2014;08/01/2015;6;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Acre
SE;ES;Cariacica;M;entre 31 a 40 anos;2014;12;12/12/2014;19/12/2014;06/01/2015;7;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Telefone;S;S;Finalizada avaliada;Resolvida;3;Espírito Santo
NE;PE;Recife;F;entre 21 a 30 anos;2014;12;16/12/2014;26/12/2014;16/01/2015;10;Centauro.com.br;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Pernambuco
NE;BA;Salvador;F;entre 41 a 50 anos;2014;12;10/12/2014;15/12/2014;05/01/2015;5;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Dificuldade para obter boleto de quitação ou informações acerca de cálculos, pagamentos, saldo devedor;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Bahia
SE;MG;Uberlândia;M;entre 21 a 30 anos;2014;12;23/12/2014;02/01/2015;02/01/2015;10;Extra.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Minas Gerais
SE;SP;São José dos Campos;M;entre 31 a 40 anos;2014;12;29/12/2014;08/01/2015;28/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada avaliada;Resolvida;3;São Paulo
SE;MG;Mariana;F;entre 31 a 40 anos;2014;12;29/12/2014;08/01/2015;26/01/2015;10;Casasbahia.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Entrega do Produto;Não entrega / demora na entrega do produto;Telefone;S;S;Finalizada avaliada;Resolvida;1;Minas Gerais
NE;PE;Recife;F;entre 21 a 30 anos;2014;12;30/12/2014;22/01/2015;23/01/2015;10;Pão de Açúcar ;Supermercados;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, de cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem, ferramentas etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada avaliada;Resolvida;3;Pernambuco
